keypoint,x,y,action
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,308,14,0
B,319,4,0
C,254,7,0
D,385,15,0
E,236,124,0
F,401,126,0
G,232,114,0
H,408,306,0
I,76,163,0
J,554,183,0
K,164,284,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,308,14,0
B,319,4,0
C,254,7,0
D,385,15,0
E,236,124,0
F,401,126,0
G,232,114,0
H,408,306,0
I,76,163,0
J,554,183,0
K,164,284,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,308,14,0
B,319,4,0
C,254,7,0
D,385,15,0
E,236,124,0
F,401,126,0
G,232,114,0
H,408,306,0
I,76,163,0
J,554,183,0
K,164,284,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,308,14,0
B,319,4,0
C,254,7,0
D,385,15,0
E,236,124,0
F,401,126,0
G,232,114,0
H,408,306,0
I,76,163,0
J,554,183,0
K,164,284,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,308,14,0
B,319,4,0
C,254,7,0
D,385,15,0
E,236,124,0
F,401,126,0
G,232,114,0
H,408,306,0
I,76,163,0
J,554,183,0
K,164,284,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,308,14,0
B,319,4,0
C,254,7,0
D,385,15,0
E,236,124,0
F,401,126,0
G,232,114,0
H,408,306,0
I,76,163,0
J,554,183,0
K,164,284,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,250,76,0
B,302,38,0
C,242,36,0
D,332,76,0
E,252,8,0
F,392,144,0
G,248,0,0
H,391,43,0
I,231,40,0
J,0,0,0
K,75,215,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,195,43,0
B,196,41,0
C,189,41,0
D,203,41,0
E,118,61,0
F,212,63,0
G,234,30,0
H,272,53,0
I,168,93,0
J,277,64,0
K,238,64,0
L,203,112,0
M,241,80,0
N,200,158,0
O,196,157,0
P,263,154,0
Q,254,152,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,69,212,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,170,366,0
B,174,361,0
C,166,363,0
D,316,369,0
E,484,177,0
F,477,458,0
G,166,448,0
H,637,357,0
I,316,373,0
J,961,269,0
K,472,454,0
L,0,0,0
M,321,716,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,520,183,0
B,423,295,0
C,425,297,0
D,318,139,0
E,226,139,0
F,641,242,0
G,540,243,0
H,445,369,0
I,642,348,0
J,436,424,0
K,0,0,0
L,530,422,0
M,426,421,0
N,421,475,0
O,428,476,0
P,426,486,0
Q,429,485,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,475,13,0
G,0,0,0
H,494,272,0
I,0,0,0
J,657,352,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,156,-6,0
B,0,0,0
C,253,59,0
D,0,0,0
E,0,0,0
F,191,42,0
G,86,33,0
H,206,115,0
I,0,69,0
J,306,35,0
K,-9,86,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,325,115,0
B,391,72,0
C,313,71,0
D,399,101,0
E,241,62,0
F,402,184,0
G,85,187,0
H,0,0,0
I,0,0,0
J,0,0,0
K,81,409,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,320,135,0
B,325,128,0
C,315,128,0
D,385,131,0
E,254,129,0
F,382,176,0
G,245,171,0
H,403,242,0
I,155,234,0
J,465,240,0
K,230,234,0
L,400,343,0
M,301,354,0
N,478,419,0
O,308,420,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,145,188,0
B,0,0,0
C,141,181,0
D,99,177,0
E,125,181,0
F,101,231,0
G,103,230,0
H,145,298,0
I,35,242,0
J,173,305,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,453,332,0
B,457,327,0
C,448,324,0
D,351,319,0
E,372,318,0
F,455,487,0
G,268,470,0
H,535,800,0
I,165,635,0
J,537,802,0
K,269,814,0
L,450,953,0
M,448,959,0
N,449,1114,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,453,332,0
B,457,327,0
C,448,324,0
D,351,319,0
E,372,318,0
F,455,487,0
G,268,470,0
H,535,800,0
I,165,635,0
J,537,802,0
K,269,814,0
L,450,953,0
M,448,959,0
N,449,1114,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,453,332,0
B,457,327,0
C,448,324,0
D,351,319,0
E,372,318,0
F,455,487,0
G,268,470,0
H,535,800,0
I,165,635,0
J,537,802,0
K,269,814,0
L,450,953,0
M,448,959,0
N,449,1114,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,453,332,0
B,457,327,0
C,448,324,0
D,351,319,0
E,372,318,0
F,455,487,0
G,268,470,0
H,535,800,0
I,165,635,0
J,537,802,0
K,269,814,0
L,450,953,0
M,448,959,0
N,449,1114,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,453,332,0
B,457,327,0
C,448,324,0
D,351,319,0
E,372,318,0
F,455,487,0
G,268,470,0
H,535,800,0
I,165,635,0
J,537,802,0
K,269,814,0
L,450,953,0
M,448,959,0
N,449,1114,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,453,332,0
B,457,327,0
C,448,324,0
D,351,319,0
E,372,318,0
F,455,487,0
G,268,470,0
H,535,800,0
I,165,635,0
J,537,802,0
K,269,814,0
