keypoint,x,y,action
Q,235,278,1
A,147,173,1
B,148,167,1
C,150,170,1
D,156,153,1
E,0,0,1
F,164,175,1
G,156,178,1
H,234,214,1
I,0,0,1
J,172,228,1
K,0,0,1
L,247,221,1
M,244,223,1
N,233,261,1
O,236,262,1
P,235,279,1
Q,235,278,1
A,147,173,1
B,148,167,1
C,150,170,1
D,156,153,1
E,0,0,1
F,164,175,1
G,156,178,1
H,234,214,1
I,0,0,1
J,172,228,1
K,0,0,1
L,247,221,1
M,244,223,1
N,233,261,1
O,236,262,1
P,235,279,1
Q,235,278,1
A,147,173,1
B,148,167,1
C,150,170,1
D,156,153,1
E,0,0,1
F,164,175,1
G,156,178,1
H,234,214,1
I,0,0,1
J,172,228,1
K,0,0,1
L,247,221,1
M,244,223,1
N,233,261,1
O,236,262,1
P,235,279,1
Q,235,278,1
A,147,173,1
B,148,167,1
C,150,170,1
D,156,153,1
E,0,0,1
F,164,175,1
G,156,178,1
H,234,214,1
I,0,0,1
J,172,228,1
K,0,0,1
L,247,221,1
M,244,223,1
N,233,261,1
O,236,262,1
P,235,279,1
Q,235,278,1
A,147,173,1
B,148,167,1
C,150,170,1
D,156,153,1
E,0,0,1
F,164,175,1
G,156,178,1
H,234,214,1
I,0,0,1
J,172,228,1
K,0,0,1
L,247,221,1
M,244,223,1
N,233,261,1
O,236,262,1
P,235,279,1
Q,235,278,1
A,147,173,1
B,148,167,1
C,150,170,1
D,156,153,1
E,0,0,1
F,164,175,1
G,156,178,1
H,234,214,1
I,0,0,1
J,172,228,1
K,0,0,1
L,247,221,1
M,244,223,1
N,233,261,1
O,236,262,1
P,235,279,1
Q,235,278,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,493,132,1
B,558,126,1
C,492,129,1
D,389,120,1
E,556,134,1
F,564,179,1
G,484,178,1
H,623,239,1
I,480,235,1
J,570,305,1
K,483,249,1
L,563,251,1
M,547,298,1
N,562,299,1
O,0,0,1
P,566,353,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,490,424,1
C,0,0,1
D,489,546,1
E,0,0,1
F,707,535,1
G,951,543,1
H,490,545,1
I,1200,795,1
J,0,0,1
K,1188,812,1
L,723,543,1
M,959,660,1
N,957,677,1
O,0,0,1
P,963,808,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,103,230,1
G,102,230,1
H,63,234,1
I,133,292,1
J,0,0,1
K,132,191,1
L,59,237,1
M,66,237,1
N,77,299,1
O,95,299,1
P,107,350,1
Q,104,358,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,948,257,1
B,951,254,1
C,945,255,1
D,957,259,1
E,0,0,1
F,961,287,1
G,733,284,1
H,0,0,1
I,723,411,1
J,0,0,1
K,728,402,1
L,957,541,1
M,736,541,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,701,281,1
B,702,279,1
C,700,279,1
D,0,0,1
E,488,277,1
F,482,287,1
G,478,286,1
H,482,411,1
I,475,412,1
J,0,0,1
K,0,0,1
L,245,534,1
M,245,533,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,405,164,1
B,230,172,1
C,230,172,1
D,11,162,1
E,1,176,1
F,-1,183,1
G,2,182,1
H,319,174,1
I,4,189,1
J,320,176,1
K,5,221,1
L,-2,225,1
M,1,225,1
N,0,240,1
O,2,241,1
P,1,251,1
Q,4,252,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,642,628,1
Q,641,628,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,960,555,1
B,962,553,1
C,959,553,1
D,951,151,1
E,0,0,1
F,1180,673,1
G,946,676,1
H,975,803,1
I,945,803,1
J,1183,815,1
K,950,820,1
L,967,818,1
M,955,818,1
N,970,821,1
O,954,822,1
P,972,946,1
Q,957,946,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,497,185,1
B,503,178,1
C,0,0,1
D,631,183,1
E,0,0,1
F,650,272,1
G,628,270,1
H,649,370,1
I,496,363,1
J,645,464,1
K,485,443,1
L,649,457,1
M,632,455,1
N,639,552,1
O,471,443,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,1118,369,1
E,317,364,1
F,1110,452,1
G,1263,449,1
H,1109,540,1
I,955,370,1
J,1113,533,1
K,646,363,1
L,1117,553,1
M,635,538,1
N,641,447,1
O,646,446,1
P,640,453,1
Q,642,454,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,312,353,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,312,353,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,312,353,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,312,353,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,312,353,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
